date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:06%20GMT	http://paversongames.com/cdn/fonts/montserrat/montserrat_n6.2c97c1a692c63ad09ab0635cb73b1939c5f417c0.woff?h1=cGF2ZXJzb25nYW1lcy5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cGF2ZXJzb25nYW1lcy5jb20&hmac=791fd375aa248cfdffc9ef0a6cceecbfddfef02743aa23c0068717899b35c72b	F:/MLNWEB/BroadGame/paversongames.com/cdn/fonts/montserrat/montserrat_n6.2c97c1a692c63ad09ab0635cb73b1939c5f417c0d9a6.woff	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:08	22624/22624	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Oct%202024%2000:04:01%20GMT	https://paversongames.com/cdn/fonts/montserrat/montserrat_n6.2c97c1a692c63ad09ab0635cb73b1939c5f417c0.woff?h1=cGF2ZXJzb25nYW1lcy5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cGF2ZXJzb25nYW1lcy5jb20&hmac=791fd375aa248cfdffc9ef0a6cceecbfddfef02743aa23c0068717899b35c72b	F:/MLNWEB/BroadGame/paversongames.com/cdn/fonts/montserrat/montserrat_n6.2c97c1a692c63ad09ab0635cb73b1939c5f417c0d9a6.woff	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:07%20GMT	http://paversongames.com/cdn/fonts/crimson_text/crimsontext_n4.8e68f1ee7887c8e05614e4d7a819d036430b5b1e.woff?h1=cGF2ZXJzb25nYW1lcy5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cGF2ZXJzb25nYW1lcy5jb20&hmac=51e85781ca3b1c2db3e44ec2902065131a85891c8b8a032cf97e5c0e5e173397	F:/MLNWEB/BroadGame/paversongames.com/cdn/fonts/crimson_text/crimsontext_n4.8e68f1ee7887c8e05614e4d7a819d036430b5b1ef65f.woff	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:10	17584/17584	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Oct%202024%2002:50:09%20GMT	https://paversongames.com/cdn/fonts/crimson_text/crimsontext_n4.8e68f1ee7887c8e05614e4d7a819d036430b5b1e.woff?h1=cGF2ZXJzb25nYW1lcy5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cGF2ZXJzb25nYW1lcy5jb20&hmac=51e85781ca3b1c2db3e44ec2902065131a85891c8b8a032cf97e5c0e5e173397	F:/MLNWEB/BroadGame/paversongames.com/cdn/fonts/crimson_text/crimsontext_n4.8e68f1ee7887c8e05614e4d7a819d036430b5b1ef65f.woff	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:08%20GMT	http://paversongames.com/cdn/fonts/crimson_text/crimsontext_n6.0bd9ea02d1acf47d14b352e402609116b52600d6.woff?h1=cGF2ZXJzb25nYW1lcy5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cGF2ZXJzb25nYW1lcy5jb20&hmac=16e13cfc9aa83b7f51896e7d79989e845b573b181dfeefd87870f9f1952ccd9b	F:/MLNWEB/BroadGame/paversongames.com/cdn/fonts/crimson_text/crimsontext_n6.0bd9ea02d1acf47d14b352e402609116b52600d6af6a.woff	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:10	17788/17788	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Oct%202024%2005:16:48%20GMT	https://paversongames.com/cdn/fonts/crimson_text/crimsontext_n6.0bd9ea02d1acf47d14b352e402609116b52600d6.woff?h1=cGF2ZXJzb25nYW1lcy5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cGF2ZXJzb25nYW1lcy5jb20&hmac=16e13cfc9aa83b7f51896e7d79989e845b573b181dfeefd87870f9f1952ccd9b	F:/MLNWEB/BroadGame/paversongames.com/cdn/fonts/crimson_text/crimsontext_n6.0bd9ea02d1acf47d14b352e402609116b52600d6af6a.woff	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:11	107975/107975	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202024%2015:07:29%20GMT	https://paversongames.com/cdn/shop/files/PVSN_Dark_Linen_Texture_2b.jpg?v=1675133587	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/PVSN_Dark_Linen_Texture_2b7aa1.jpg	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:11	163793/163793	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202024%2015:07:29%20GMT	https://paversongames.com/cdn/shop/files/PVSN_Gold_Linen_Texture_2b.jpg?v=1675178151	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/PVSN_Gold_Linen_Texture_2ba83e.jpg	(from https://paversongames.com/cdn/shop/t/5/assets/styles.css?v=4857856109119783871699220144)
14:46:12	0/0	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Nov%202024%2007:46:11%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-CA&shop_id=66448949461	F:/MLNWEB/BroadGame/shop.app/checkouts/internal/preloads.8f769e.delayed	(from https://paversongames.com/en-ca)
14:46:13	349372/349372	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7aaf421fc26acfadd70e591843d400bc%22	https://paversongames.com/en-ca/	F:/MLNWEB/BroadGame/paversongames.com/en-ca/index.html	(from https://paversongames.com/en-ca)
14:46:14	327650/327650	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:06da85b7418f87d6ba8ea735c398dfe1%22	https://paversongames.com/en-ca/collections/all	F:/MLNWEB/BroadGame/paversongames.com/en-ca/collections/all.html	(from https://paversongames.com/en-ca)
14:46:15	284302/284302	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:092ff6a156665cfe5fa1650aa6ef9165%22	https://paversongames.com/en-ca/pages/about-us	F:/MLNWEB/BroadGame/paversongames.com/en-ca/pages/about-us.html	(from https://paversongames.com/en-ca)
14:46:15	295269/295269	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f258f0790ec42ef93ff829ba7d288bc9%22	https://paversongames.com/en-ca/blogs/news	F:/MLNWEB/BroadGame/paversongames.com/en-ca/blogs/news.html	(from https://paversongames.com/en-ca)
14:46:16	291328/291328	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:fe94a80decf41c04c76a2bce013e523c%22	https://paversongames.com/en-ca/pages/contact	F:/MLNWEB/BroadGame/paversongames.com/en-ca/pages/contact.html	(from https://paversongames.com/en-ca)
14:46:17	274228/274228	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a17452163f81f38e362f3c9fa49d6d7e%22	https://paversongames.com/en-ca/search	F:/MLNWEB/BroadGame/paversongames.com/en-ca/search.html	(from https://paversongames.com/en-ca)
14:46:17	272931/272931	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b83fb317bf8471c9336e5058e8971b46%22	https://paversongames.com/en-ca/cart	F:/MLNWEB/BroadGame/paversongames.com/en-ca/cart.html	(from https://paversongames.com/en-ca)
14:46:18	298073/298073	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:067c37f04015042696eb3359f5e488ea%22	https://paversongames.com/en-ca/collections/frontpage	F:/MLNWEB/BroadGame/paversongames.com/en-ca/collections/frontpage.html	(from https://paversongames.com/en-ca)
14:46:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:17%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Promo-Pack_046be3c0-9c84-421e-866a-b0c21ee489f5.png?v=1700071638&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Promo-Pack_046be3c0-9c84-421e-866a-b0c21ee489f5.98620d.delayed	(from https://paversongames.com/en-ca)
14:46:20	300230/300230	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e8f1e17857e36682d6d137d05fcd7e2b%22	https://paversongames.com/en-ca/products/distilled-africa-middle-east-expansion	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/distilled-africa-middle-east-expansion.html	(from https://paversongames.com/en-ca)
14:46:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:20%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Promo-Pack_3_21634f24-4150-4a92-981f-e2ca99819cb9.png?v=1700071638&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Promo-Pack_3_21634f24-4150-4a92-981f-e2ca99819cb9.9a620d.delayed	(from https://paversongames.com/en-ca)
14:46:21	253851/253851	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:19%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Promo-Pack_046be3c0-9c84-421e-866a-b0c21ee489f5.png?v=1700071638&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Promo-Pack_046be3c0-9c84-421e-866a-b0c21ee489f5620d.png	(from https://paversongames.com/en-ca)
14:46:23	636239/636239	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:21%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Promo-Pack_3_21634f24-4150-4a92-981f-e2ca99819cb9.png?v=1700071638&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Promo-Pack_3_21634f24-4150-4a92-981f-e2ca99819cb9620d.png	(from https://paversongames.com/en-ca)
14:46:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:22%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Board-Game_1_FullRes_2166bddc-55b5-42ab-9130-45f1a8c3122d.png?v=1700665138&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Board-Game_1_FullRes_2166bddc-55b5-42ab-9130-45f1a8c3122d.9d2543.delayed	(from https://paversongames.com/en-ca)
14:46:25	298828/298828	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:0e1c9e011faedac4adc9d81730b31357%22	https://paversongames.com/en-ca/products/distilled-promo-pack-1	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/distilled-promo-pack-1.html	(from https://paversongames.com/en-ca)
14:46:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:25%20GMT	http://paversongames.com/cdn/shop/files/Paverson-Distilled-2023-HighRes-2b_151d2d35-a15e-473d-ac20-3ea9d458b800.jpg?v=1700665138&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Paverson-Distilled-2023-HighRes-2b_151d2d35-a15e-473d-ac20-3ea9d458b800.9f2543.delayed	(from https://paversongames.com/en-ca)
14:46:27	336393/336393	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:25%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Board-Game_1_FullRes_2166bddc-55b5-42ab-9130-45f1a8c3122d.png?v=1700665138&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Board-Game_1_FullRes_2166bddc-55b5-42ab-9130-45f1a8c3122d2543.png	(from https://paversongames.com/en-ca)
14:46:28	129401/129401	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Nov%202024%2007:46:26%20GMT	https://paversongames.com/cdn/shop/files/Paverson-Distilled-2023-HighRes-2b_151d2d35-a15e-473d-ac20-3ea9d458b800.jpg?v=1700665138&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Paverson-Distilled-2023-HighRes-2b_151d2d35-a15e-473d-ac20-3ea9d458b8002543.jpg	(from https://paversongames.com/en-ca)
14:46:29	358859/358859	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:700254c17e8610e34dea99b5e7e2f1cf%22	https://paversongames.com/en-ca/products/distilled-board-game-1	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/distilled-board-game-1.html	(from https://paversongames.com/en-ca)
14:46:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:28%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_8512f19e-3e92-445c-af35-f4d085151754.png?v=1700071505&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_8512f19e-3e92-445c-af35-f4d085151754.a30143.delayed	(from https://paversongames.com/en-ca)
14:46:30	327909/327909	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:11a0c3949c244b6f9d06d08095556dc3%22	https://paversongames.com/en-ca/collections/distilled-game	F:/MLNWEB/BroadGame/paversongames.com/en-ca/collections/distilled-game.html	(from https://paversongames.com/en-ca)
14:46:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:29%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_3_43acdf3d-99ac-49b1-a6c8-840b2ca41972.png?v=1700071505&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_3_43acdf3d-99ac-49b1-a6c8-840b2ca419720143.png	(from https://paversongames.com/en-ca)
14:46:31	132426/132426	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:29%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_8512f19e-3e92-445c-af35-f4d085151754.png?v=1700071505&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_8512f19e-3e92-445c-af35-f4d0851517540143.png	(from https://paversongames.com/en-ca)
14:46:32	324549/324549	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:30%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_3_43acdf3d-99ac-49b1-a6c8-840b2ca41972.png?v=1700071505&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Recipe-Cubes_3_43acdf3d-99ac-49b1-a6c8-840b2ca419720143.png	(from https://paversongames.com/en-ca)
14:46:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:31%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Metal-Coins_561898f1-bbae-45c6-afa0-7e70e224bc10.png?v=1693540557&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Coins_561898f1-bbae-45c6-afa0-7e70e224bc106910.png	(from https://paversongames.com/en-ca)
14:46:34	298173/298173	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7f5a61e7e0015d0fbe0f14b5bb5588eb%22	https://paversongames.com/en-ca/products/distilled-metal-recipe-cubes-1	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/distilled-metal-recipe-cubes-1.html	(from https://paversongames.com/en-ca)
14:46:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:34%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Metal-Coins_3b_10a03fcd-4ab1-4ead-9744-86107ee6a14a.jpg?v=1693540557&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Coins_3b_10a03fcd-4ab1-4ead-9744-86107ee6a14a6910.jpg	(from https://paversongames.com/en-ca)
14:46:36	208091/208091	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:33%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Metal-Coins_561898f1-bbae-45c6-afa0-7e70e224bc10.png?v=1693540557&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Coins_561898f1-bbae-45c6-afa0-7e70e224bc106910.png	(from https://paversongames.com/en-ca)
14:46:36	118518/118518	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Nov%202024%2007:46:35%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Metal-Coins_3b_10a03fcd-4ab1-4ead-9744-86107ee6a14a.jpg?v=1693540557&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-Coins_3b_10a03fcd-4ab1-4ead-9744-86107ee6a14a6910.jpg	(from https://paversongames.com/en-ca)
14:46:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:35%20GMT	http://paversongames.com/cdn/shop/files/cask-strength-box-front-transparent.png?v=1703879180&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/cask-strength-box-front-transparentbb21.png	(from https://paversongames.com/en-ca)
14:46:38	296035/296035	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ca70d26d82414c3e93bbee6cf311a94e%22	https://paversongames.com/en-ca/products/copy-of-distilled-metal-coins	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/copy-of-distilled-metal-coins.html	(from https://paversongames.com/en-ca)
14:46:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:38%20GMT	http://paversongames.com/cdn/shop/files/cask-strength-splayed-cards-top.png?v=1703879180&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/cask-strength-splayed-cards-topbb21.png	(from https://paversongames.com/en-ca)
14:46:40	145605/145605	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:37%20GMT	https://paversongames.com/cdn/shop/files/cask-strength-box-front-transparent.png?v=1703879180&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/cask-strength-box-front-transparentbb21.png	(from https://paversongames.com/en-ca)
14:46:41	319510/319510	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:39%20GMT	https://paversongames.com/cdn/shop/files/cask-strength-splayed-cards-top.png?v=1703879180&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/cask-strength-splayed-cards-topbb21.png	(from https://paversongames.com/en-ca)
14:46:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:40%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Playmat_81d12461-5a82-4188-82fa-9a62bf758b88.png?v=1700072169&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Playmat_81d12461-5a82-4188-82fa-9a62bf758b88c170.png	(from https://paversongames.com/en-ca)
14:46:43	300761/300761	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:4b1a0714b28d73129221651c70ac5387%22	https://paversongames.com/en-ca/products/distilled-cask-strength-expansion	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/distilled-cask-strength-expansion.html	(from https://paversongames.com/en-ca)
14:46:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:42%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Playmat_3_c8dff2df-5689-45be-afbe-f191500b1c59.png?v=1700072169&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Playmat_3_c8dff2df-5689-45be-afbe-f191500b1c59c170.png	(from https://paversongames.com/en-ca)
14:46:45	308871/308871	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:42%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Playmat_81d12461-5a82-4188-82fa-9a62bf758b88.png?v=1700072169&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Playmat_81d12461-5a82-4188-82fa-9a62bf758b88c170.png	(from https://paversongames.com/en-ca)
14:46:46	629142/629142	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:44%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Playmat_3_c8dff2df-5689-45be-afbe-f191500b1c59.png?v=1700072169&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Playmat_3_c8dff2df-5689-45be-afbe-f191500b1c59c170.png	(from https://paversongames.com/en-ca)
14:46:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:45%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_2_c69afdd9-34c6-4267-b844-e72f92817b4d.png?v=1700070392&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_2_c69afdd9-34c6-4267-b844-e72f92817b4d35ce.png	(from https://paversongames.com/en-ca)
14:46:48	295133/295133	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:bc9a9ad2c2ea81e9aa1bda6fdb14b5a3%22	https://paversongames.com/en-ca/products/distilled-playmat-1	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/distilled-playmat-1.html	(from https://paversongames.com/en-ca)
14:46:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Nov%202024%2007:46:47%20GMT	http://paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_3_3af1ad0d-9b6f-4719-b986-e459d3826fc1.png?v=1700070392&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_3_3af1ad0d-9b6f-4719-b986-e459d3826fc135ce.png	(from https://paversongames.com/en-ca)
14:46:49	149333/149333	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:47%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_2_c69afdd9-34c6-4267-b844-e72f92817b4d.png?v=1700070392&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_2_c69afdd9-34c6-4267-b844-e72f92817b4d35ce.png	(from https://paversongames.com/en-ca)
14:46:50	160083/160083	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202024%2007:46:49%20GMT	https://paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_3_3af1ad0d-9b6f-4719-b986-e459d3826fc1.png?v=1700070392&width=580	F:/MLNWEB/BroadGame/paversongames.com/cdn/shop/files/Distilled-Metal-First-Player-Token_3_3af1ad0d-9b6f-4719-b986-e459d3826fc135ce.png	(from https://paversongames.com/en-ca)
14:46:51	296366/296366	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:63f6694f4ed11c385c03b3028e7c9855%22	https://paversongames.com/en-ca/products/distilled-metal-first-player-token-sold-out	F:/MLNWEB/BroadGame/paversongames.com/en-ca/products/distilled-metal-first-player-token-sold-out.html	(from https://paversongames.com/en-ca)
14:46:52	290032/290032	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5a510ff8d987397479e8f50ce91ccbbe%22	https://paversongames.com/en-ca/blogs/news/luthier-box-art-revealed-kickstarter-date-announced	F:/MLNWEB/BroadGame/paversongames.com/en-ca/blogs/news/luthier-box-art-revealed-kickstarter-date-announced.html	(from https://paversongames.com/en-ca)
14:46:52	296091/296091	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:bc37f838eec83f62c449bbfddedaa991%22	https://paversongames.com/en-ca/blogs/news/announcing-a-new-distilled-expansion-cask-strength	F:/MLNWEB/BroadGame/paversongames.com/en-ca/blogs/news/announcing-a-new-distilled-expansion-cask-strength.html	(from https://paversongames.com/en-ca)
14:46:53	318391/318391	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e40eaafdc378c76a374e32eeeaf56edb%22	https://paversongames.com/en-ca/blogs/news/this-calls-for-a-han-guitar-solo	F:/MLNWEB/BroadGame/paversongames.com/en-ca/blogs/news/this-calls-for-a-han-guitar-solo.html	(from https://paversongames.com/en-ca)
14:46:53	300540/300540	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:2e2ad963474103d847ecc195100c472f%22	https://paversongames.com/en-ca/blogs/news/artists-for-luthier-announced	F:/MLNWEB/BroadGame/paversongames.com/en-ca/blogs/news/artists-for-luthier-announced.html	(from https://paversongames.com/en-ca)
14:46:54	277964/277964	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:88138b7354acc4ff2a31a964dd51b2be%22	https://paversongames.com/en-ca/pages/user-generator	F:/MLNWEB/BroadGame/paversongames.com/en-ca/pages/user-generator.html	(from https://paversongames.com/en-ca)
14:46:55	31174/31174	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:2465f82b61a7f739b44383e753f346dd%22	https://paversongames.com/collections/all.atom	F:/MLNWEB/BroadGame/paversongames.com/collections/all.atom	(from https://paversongames.com/collections/all)
14:46:55	18773/18773	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:0abdbb9e90ede29507c69725be5fe68b%22	https://paversongames.com/collections/all.oembed	F:/MLNWEB/BroadGame/paversongames.com/collections/all.oembed	(from https://paversongames.com/collections/all)
14:46:55	98/98	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:765bd69c7afce0e392a8544e1140f9ea%22	https://paversongames.com/collections/modules/chunk.common_DCmY8Zac.esm.js	F:/MLNWEB/BroadGame/paversongames.com/collections/modules/chunk.common_DCmY8Zac.esm.js	(from https://paversongames.com/collections/all)
14:46:55	98/98	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:bc384b38b096f92e456a023144e2e2c2%22	https://paversongames.com/collections/modules/client.login-button_8knyv73M.en.esm.js	F:/MLNWEB/BroadGame/paversongames.com/collections/modules/client.login-button_8knyv73M.en.esm.js	(from https://paversongames.com/collections/all)
14:46:56	271972/271972	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:d4bdf2e24dcdda9b8faceb52e96b17b5%22	https://paversongames.com/collections/POST	F:/MLNWEB/BroadGame/paversongames.com/collections/POST	(from https://paversongames.com/collections/all)
14:46:57	353996/353996	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b1bc6384a9671ca88094c03f475dea4f%22	https://paversongames.com/collections/all/products/distilled-board-game	F:/MLNWEB/BroadGame/paversongames.com/collections/all/products/distilled-board-game.html	(from https://paversongames.com/collections/all)
14:46:57	300128/300128	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:669dffbf82b087bff7bfbbd74ac40e4a%22	https://paversongames.com/collections/all/products/distilled-africa-middle-east-expansion	F:/MLNWEB/BroadGame/paversongames.com/collections/all/products/distilled-africa-middle-east-expansion.html	(from https://paversongames.com/collections/all)
14:46:58	302172/302172	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:9e384da97418421e7d9c87585eb4c9a9%22	https://paversongames.com/collections/all/products/distilled-cask-strength-expansion-1	F:/MLNWEB/BroadGame/paversongames.com/collections/all/products/distilled-cask-strength-expansion-1.html	(from https://paversongames.com/collections/all)
14:46:59	296253/296253	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e9b8be0238db29ced931b74193512e9c%22	https://paversongames.com/collections/all/products/distilled-promo-pack	F:/MLNWEB/BroadGame/paversongames.com/collections/all/products/distilled-promo-pack.html	(from https://paversongames.com/collections/all)
